id,title,director,year,country,criticScore,userScore,poster,rtUrl,imdbRating,imdbKeywords,image
98,The Evil of Frankenstein,Freddie Francis,1964,United Kingdom,50,37,https://resizing.flixster.com/nkMtG4imhEgTPY7bwpRj94d9fts=/206x305/v1.bTsxMjEwNDk5NztqOzE3Mjg1OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/the_evil_of_frankenstein,6.1,monster,/content/images/the_evil_of_frankenstein1964.png
99,Face of the Screaming Werewolf,Jerry Warren,1964,United States,,,,,2.5,werewolf,/content/images/face_of_the_screaming_werewolf1964.png
100,The Flesh Eaters,Jack Curtis,1964,United States,,46,https://resizing.flixster.com/IWjkRkmQYC91pLJHPsU-4VDwpJU=/206x305/v1.bTsxMTIxMDkxODtqOzE3MzY0OzEyMDA7MTQ5NzsyMTEz,https://rottentomatoes.com/m/flesh_eaters,6.0,monster,/content/images/the_flesh_eaters1964.png
101,Der Fluch der Gruenen Augen,Akos von Ratony,1964,West Germany & Socialist Federal Republic of Yugoslavia,,,,,,,/content/images/der_fluch_der_gruenen_augen1964.png
102,The Gorgon,Terence Fisher,1964,United Kingdom,,,,,6.5,,/content/images/the_gorgon1964.png
103,The Horror of Party Beach,Del Tenney,1964,United States,0,27,https://resizing.flixster.com/MAZTPpYwHYus5612QEOzeZFRFb4=/206x305/v1.bTsxMTYyMDQ2MztqOzE3MzY5OzEyMDA7NTY1Ozc1MA,https://rottentomatoes.com/m/horror_of_party_beach,2.8,monster::zombie::vampire,/content/images/the_horror_of_party_beach1964.png
104,I Eat Your Skin,Del Tenney,1964,United States,,,,,,,/content/images/i_eat_your_skin1964.png
105,The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies,Ray Dennis Steckler,1964,United States,,,,,2.2,zombie,/content/images/the_incredibly_strange_creatures_who_stopped_living_and_became_mixedup_zombies1964.png
106,Kwaidan,Masaki Kobayashi,1964,Japan,85,90,https://resizing.flixster.com/lG-6aIqMej5qRStviugpOtymgiU=/206x305/v1.bTsxMTYxNjQ3MjtqOzE3MzY5OzEyMDA7MzUwOzUwMA,https://rottentomatoes.com/m/kwaidan,8.0,ghost::demon::witchcraft::vampire::haunting::graveyard,/content/images/kwaidan1964.png
107,The Last Man on Earth,Sidney Salkow,1964,Italy & United States,71,69,https://resizing.flixster.com/NM-xSk0_eC_LFo2y3YbxgU2qBSM=/206x305/v1.bTsxMTIwNTI3ODtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/1050388-last_man_on_earth,,,/content/images/the_last_man_on_earth1964.png
108,The Long Hair of Death,Antonio Margheriti,1964,Italy,,35,https://resizing.flixster.com/gDuItmRje0UknoA_A2LkqZR0zKE=/206x305/v1.bTsxMjExNTk1MDtqOzE3Mjg1OzEyMDA7MTEwOzE1NA,https://rottentomatoes.com/m/the_long_hair_of_death,6.3,witchcraft,/content/images/the_long_hair_of_death1964.png
109,Las Luchadoras contra la Momia,Ren&eacute; Cardona,1964,Mexico,,,,,4.0,monster,/content/images/las_luchadoras_contra_la_momia1964.png
110,The Masque of the Red Death,Roger Corman,1964,United Kingdom & United States,,,,,7.1,satanism,/content/images/the_masque_of_the_red_death1964.png
111,Monstrosity,Joseph Mascelli,1964,United States,,,,,,,/content/images/monstrosity1964.png
112,The Night Walker,William Castle,1964,United States,,53,https://resizing.flixster.com/RT03EbwL3VSkd6cUkoqFK_6aysM=/206x305/v1.bTsxMTYyMTc2MDtqOzE3MzY5OzEyMDA7NjAwOzEwOTk,https://rottentomatoes.com/m/the_night_walker,,,/content/images/the_night_walker1964.png
113,Onibaba,Kaneto Shindo,1964,Japan,,,,,8.0,demon,/content/images/onibaba1964.png
114,Pyro... The Thing Without a Face,Julio Coll,1964,Spain & United States,,,,,6.2,,/content/images/pyro_the_thing_without_a_face1964.png
115,Strait-Jacket,William Castle,1964,United States,80,66,https://resizing.flixster.com/h20uVz0dvTJaW8Nc71FUX8G_R8Q=/206x305/v1.bTsxMTIxMTg4MztqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/straitjacket,6.8,slasher,/content/images/straitjacket1964.png
116,Terror in the Crypt,Camillo Mastrocinque,1964,Italy & Spain,,41,https://resizing.flixster.com/ZwRMKtc1OVVC7Pg9EBlbw5UE-QI=/206x305/v1.bTsxMTU0OTQzMztqOzE3MzY4OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/terror_in_the_crypt,5.9,haunted house::witchcraft::based on novel,/content/images/terror_in_the_crypt1964.png
117,The Tomb of Ligeia,Roger Corman,1964,United Kingdom & United States,,,,,6.6,haunting,/content/images/the_tomb_of_ligeia1964.png
118,War of the Zombies,Giuseppe Vari,1964,Italy,,,,,4.5,zombie,/content/images/war_of_the_zombies1964.png
119,Witchcraft,Don Sharp,1964,United Kingdom,,53,https://resizing.flixster.com/oHAT3quDJTq_VZB7oqk4sYO4Q58=/206x305/v1.bTsxMjExMjUyNTtqOzE3Mjg1OzEyMDA7MTAwOzEzNw,https://rottentomatoes.com/m/witchcraft,,,/content/images/witchcraft1964.png
120,The Beach Girls and the Monster,Jon Hall,1965,United States,,38,https://resizing.flixster.com/28RqclGORtYAvq0dL_NhBFkpZG4=/206x305/v1.bTsxMTIyODM1MztqOzE3MzY0OzEyMDA7MTIxNTsxNzIy,https://rottentomatoes.com/m/beach_girls_and_the_monster,2.8,monster,/content/images/the_beach_girls_and_the_monster1965.png
121,The Beast That Killed Women,Barry Mahon,1965,United States,,,,,2.6,,/content/images/the_beast_that_killed_women1965.png
122,Bloody Pit of Horror,Massimo Pupillo,1965,Italy & United States,,21,https://resizing.flixster.com/mS5CBXkdtJVs1a5GB5oE5nlz3FI=/206x305/v1.bTsxMTIyMDQ3NztqOzE3MzY0OzEyMDA7OTAwOzEyODY,https://rottentomatoes.com/m/bloody_pit_of_horror,4.8,,/content/images/bloody_pit_of_horror1965.png
123,Color Me Blood Red,Herschell Gordon Lewis,1965,,,,,,5.3,gore,/content/images/color_me_blood_red1965.png
124,Curse of Simba,Lindsay Shonteff,1965,United States & United Kingdom,,,https://resizing.flixster.com/ZaW7XMa3hgtEegIVZvyOI2uiBbE=/206x305/v1.bTsxMDkxMzAzMTtqOzE3MzYxOzEyMDA7MTEwOzE1MQ,https://rottentomatoes.com/m/curse_of_the_voodoo,3.1,,/content/images/curse_of_simba1965.png
125,Curse of the Fly,Don Sharp,1965,United Kingdom,,17,https://resizing.flixster.com/2HnF70f1hryWQfBzwBVcnw1TbO0=/206x305/v1.bTs5MjkzMTM2O2o7MTczNDI7MTIwMDsyMDA7Mjg2,https://rottentomatoes.com/m/curse_of_the_fly,5.3,,/content/images/curse_of_the_fly1965.png
126,Dark Intruder,Harvey Hart,1965,United States,,,,,6.4,demon::monster,/content/images/dark_intruder1965.png
127,A Devilish Homicide,Lee Yong-min,1965,South Korea,,,,,,,/content/images/a_devilish_homicide1965.png
128,Devils of Darkness,Lance Comfort,1965,United Kingdom,,,,,4.8,vampire::graveyard::snake,/content/images/devils_of_darkness1965.png
129,"Die, Monster, Die!",Daniel Haller,1965,United States & United Kingdom,71,40,https://resizing.flixster.com/unaT6jOZrtUUka4tr_iOsGDkEh8=/206x305/v1.bTsxMjEwNTk1OTtqOzE3Mjg1OzEyMDA7Njc4OzkwNA,https://rottentomatoes.com/m/die_monster_die,,,/content/images/die_monster_die1965.png
130,Dr. Terror's House of Horrors,Freddie Francis,1965,United Kingdom & United States,,63,https://resizing.flixster.com/LDGibmbk-oSzyzC89soRHDELK2Y=/206x305/v1.bTsxMTYyMDY3MDtqOzE3MzY5OzEyMDA7NTAwOzgwMA,https://rottentomatoes.com/m/dr_terrors_house_of_horrors,6.7,vampire::werewolf,/content/images/dr_terrors_house_of_horrors1965.png
131,The Embalmer,Dino Tavella,1965,Italy,,,,,,,/content/images/the_embalmer1965.png
132,The Face of Fu Manchu,Don Sharp,1965,United Kingdom,,33,https://resizing.flixster.com/oVPHqBI5Bhllh0oaLVRRI3Nwyk8=/206x305/v1.bTsxMDkwMDk0NTtqOzE3MzYxOzEyMDA7MTE3OzE3OA,https://rottentomatoes.com/m/the_face_of_fu_manchu,6.0,,/content/images/the_face_of_fu_manchu1965.png
133,Fanatic,Silvio Narizzano,1965,United Kingdom,,,,,,,/content/images/fanatic1965.png
134,Frankenstein Conquers the World,Ishirō Honda,1965,Japan,,,,,4.8,monster::based on novel,/content/images/frankenstein_conquers_the_world1965.png
135,Incubus,Leslie Stevens,1965,United States,71,51,https://resizing.flixster.com/4FqR07gOvD0zWFHOGwEtXGMQJU8=/206x305/v1.bTsxMTYxNjEzODtqOzE3MzY5OzEyMDA7NzMwOzEzMjQ,https://rottentomatoes.com/m/1085069-incubus,,,/content/images/incubus1965.png
136,Kaidan Katame no Otoko,Tsuneo Kobayashi,1965,Japan,,,,,,,/content/images/kaidan_katame_no_otoko1965.png
137,Kaidan Semushi Otoko,Hajime Sato,1965,Japan,,,,,6.4,,/content/images/kaidan_semushi_otoko1965.png
138,Monster a Go-Go,Herschell Gordon Lewis,1965,United States,,6,https://resizing.flixster.com/Ux-eLVfoZjrTKcyNIdPmAp3EzE4=/206x305/v1.bTsxMTI5NzQyMTtqOzE3MzY1OzEyMDA7MTg5NzsyODg3,https://rottentomatoes.com/m/monster_a_gogo,2.3,isolation::alien,/content/images/monster_a_gogo1965.png
139,Monsters Crash the Pajama Party,David L. Hewitt,1965,United States,,,,,,,/content/images/monsters_crash_the_pajama_party1965.png
140,Nightmare Castle,Mario Caiano,1965,Italy,,37,https://resizing.flixster.com/up_GgYGAgLIJ_QoUsqeXxTCIGaQ=/206x305/v1.bTsxMTIxMzA2MDtqOzE3MzY0OzEyMDA7MTAwMDsxNTAw,https://rottentomatoes.com/m/faceless_monster,5.7,ghost::possession,/content/images/nightmare_castle1965.png
141,Orgy of the Dead,Stephen C. Apostolof,1965,United States,0,22,https://resizing.flixster.com/ddpVC9Btes3k0iGnrqNcj9-xHQ8=/206x305/v1.bTsxMTYxNjA4NztqOzE3MzY5OzEyMDA7NjA2OzEwNzY,https://rottentomatoes.com/m/orgy_of_the_dead,2.8,graveyard::zombie::ghost::snake::werewolf::based on novel,/content/images/orgy_of_the_dead1965.png
142,Planet of the Vampires,Mario Bava,1965,Italy & Spain,70,51,https://resizing.flixster.com/l1xMkz2jsNXLi_hvTin7H4hj1s4=/206x305/v1.bTsxMTYxNjA3NTtqOzE3MzY5OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/planet_of_the_vampires,6.3,alien::vampire::possession,/content/images/planet_of_the_vampires1965.png
143,Repulsion,Roman Polanski,1965,United Kingdom,100,87,https://resizing.flixster.com/PqZXIIVjgo_e5XQTPv2JFyWMcZ4=/206x305/v1.bTsxMTYxNTkxMDtqOzE3MzY5OzEyMDA7MzYwOzUwMA,https://rottentomatoes.com/m/repulsion,7.8,isolation::gore,/content/images/repulsion1965.png
144,The Seventh Grave,Garibaldi Serra Caracciolo,1965,Italy,,,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/settima-tomba-la-the-seventh-grave,4.6,,/content/images/image-404-alt.png
145,The She Wolf,Rafael Baled&oacute;n,1965,Mexico,,,,,,,/content/images/the_she_wolf1965.png
146,The Skull,Freddie Francis,1965,United Kingdom & United States,,57,https://resizing.flixster.com/yKtOvNE2hrE3NdraqbecGhkOx4U=/206x305/v1.bTsxMjExMjkyNjtqOzE3Mjg1OzEyMDA7OTM7MTQw,https://rottentomatoes.com/m/skull,,,/content/images/the_skull1965.png
147,Terror-Creatures from the Grave,Massimo Pupillo,1965,Italy & United States,,,,,5.5,zombie::witchcraft,/content/images/terrorcreatures_from_the_grave1965.png
148,Two on a Guillotine,William Conrad,1965,United States,,28,https://resizing.flixster.com/3EE6psLx2nwDNBMPFuPYUC9W1z8=/206x305/v1.bTsxMTE5Njk0MDtqOzE3MzY0OzEyMDA7MTg4NDsyNTEy,https://rottentomatoes.com/m/two_on_a_guillotine_1965,6.1,haunted house,/content/images/two_on_a_guillotine1965.png
149,Un Vampiro para Dos,Pedro Lazaga,1965,Spain,,,,,5.6,,/content/images/un_vampiro_para_dos1965.png
150,La vendetta di Lady Morgan,Massimo Pupillo,1965,Italy,,,,,6.1,,/content/images/la_vendetta_di_lady_morgan1965.png
151,An Angel for Satan,Camillo Mastrocinque,1966,Italy,,71,https://resizing.flixster.com/f-E5_gRkcVcs40j0Ve926yQyTjY=/206x305/v1.bTsxMjEyNzE1ODtqOzE3Mjg1OzEyMDA7MTI2OzE3OQ,https://rottentomatoes.com/m/un-angelo-per-satana,6.7,possession::ghost::demon,/content/images/an_angel_for_satan1966.png
152,Billy the Kid vs. Dracula,William Beaudine,1966,United States,,17,https://resizing.flixster.com/9vs1_oBARJQkGzrTiGOEPnJuWK4=/206x305/v1.bTsxMTIyMzE4OTtqOzE3MzY0OzEyMDA7MjU1MDszMzAw,https://rottentomatoes.com/m/billy_the_kid_vs_dracula,3.1,hotel::vampire,/content/images/billy_the_kid_vs_dracula1966.png
153,The Black Cat,Harold Hoffman,1966,United States,,,https://resizing.flixster.com/wCYyqnTm-05hox566CKZzplhlLA=/206x305/v1.bTsxMTU1Njk2OTtqOzE3MzY4OzEyMDA7NDAwOzU2NA,https://rottentomatoes.com/m/the-black-cat-1966,,,/content/images/the_black_cat1966.png
154,Blood Bath,Stephanie Rothman,1966,United States & Socialist Federal Republic of Yugoslavia,,33,https://resizing.flixster.com/byeo5GzQ3vwQRjt3-738a18emiM=/206x305/v1.bTsxMTMwMzA3NTtqOzE3MzY1OzEyMDA7MTczMjsyNTk4,https://rottentomatoes.com/m/track_of_the_vampire,,,/content/images/blood_bath1966.png
155,The Blood Drinkers,Gerardo de Le&oacute;n,1966,United States & Philippines,,30,https://resizing.flixster.com/rqLMUKAZ1atsNIsBPa7Uel7Tk0M=/206x305/v1.bTsxMjExNDcxNjtqOzE3Mjg1OzEyMDA7Mjg0OzQwNQ,https://rottentomatoes.com/m/the_blood_drinkers,,,/content/images/the_blood_drinkers1966.png
156,But You Were Dead,Gianni Vernuccio,1966,Italy,,,,,5.7,,/content/images/but_you_were_dead1966.png
157,Carry on Screaming!,Gerald Thomas,1966,United Kingdom & United States,80,73,https://resizing.flixster.com/qDtok_XruwvvNnRQApxuAFX2olc=/206x305/v1.bTsxMjEwMzU5NztqOzE3Mjg1OzEyMDA7MzU0OzQ3Mg,https://rottentomatoes.com/m/1209303-carry_on_screaming,6.9,,/content/images/carry_on_screaming1966.png
158,Chamber of Horrors,Hy Averback,1966,United States,,38,https://resizing.flixster.com/WespW__Vg_m_KPXAPMcHWQKTRc0=/206x305/v1.bTsxMDg4ODAxMztqOzE3MzYxOzEyMDA7MTA1NDsxNjAw,https://rottentomatoes.com/m/10010739-chamber_of_horrors,,,/content/images/chamber_of_horrors1966.png
159,Curse of the Swamp Creature,Larry Buchanan,1966,United States,,12,https://resizing.flixster.com/0x-LHC3NTTbwUMjIssUHL833CjU=/206x305/v1.bTsxMTIyMzE5MjtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/curse_of_the_swamp_creature,2.5,monster,/content/images/curse_of_the_swamp_creature1966.png
160,The Deadly Bees,Freddie Francis,1966,United Kingdom,,,,,3.4,based on novel,/content/images/the_deadly_bees1966.png
161,Death Curse of Tartu,William Grefe,1966,United States,,53,https://resizing.flixster.com/x1HOufezvjt2FplSQytA-FCoiOQ=/206x305/v1.bTszNjA0MTE5O2o7MTczNjY7MTIwMDszODA7NTY3,https://rottentomatoes.com/m/death_curse_of_tartu,4.0,snake::shark,/content/images/death_curse_of_tartu1966.png
162,The Diabolical Dr. Z,Jes&uacute;s Franco,1966,France & Spain,,,,,,,/content/images/the_diabolical_dr_z1966.png
163,Dracula: Prince of Darkness,Terence Fisher,1966,United Kingdom,78,65,https://resizing.flixster.com/lMzZNahH3WlDm1CL303GZBiefIU=/206x305/v1.bTsxMTYxNjI2ODtqOzE3MzY5OzEyMDA7NzUwOzEwMDA,https://rottentomatoes.com/m/dracula_prince_of_darkness,6.7,vampire,/content/images/dracula_prince_of_darkness1966.png
164,The Empire of Dracula,Federico Curiel,1966,Mexico,,,,,,,/content/images/the_empire_of_dracula1966.png
165,The Hand of Night,Frederic Goode,1966,United Kingdom,,,,,,,/content/images/the_hand_of_night1966.png
166,Island of Terror,Terence Fisher,1966,United Kingdom,,62,https://resizing.flixster.com/365aAwHnlCj5xh_-7rzq1TBlVsE=/206x305/v1.bTs2MTEzNTA0O2o7MTczNTA7MTIwMDsxOTI7MzUw,https://rottentomatoes.com/m/island_of_terror,6.2,monster,/content/images/island_of_terror1966.png
167,Jesse James Meets Frankenstein's Daughter,William Beaudine,1966,United States,,,,,3.0,,/content/images/jesse_james_meets_frankensteins_daughter1966.png
168,"Kill, Baby, Kill",Mario Bava,1966,Italy,78,71,https://resizing.flixster.com/U29i-VamUtXEmrIL-nNfF8YEKU4=/206x305/v1.bTsxMTI5MDUzMztqOzE3MzY1OzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/kill_baby_kill,7.1,ghost::exorcism,/content/images/kill_baby_kill1966.png
169,Manos: The Hands of Fate,Hal P. Warren,1966,United States,0,19,https://resizing.flixster.com/5Wnj2JYrwLGlSEHxtwiCvNEnzl0=/206x305/v1.bTsxMTIxMTg1NztqOzE3MzY0OzEyMDA7MTUwNTsyMTM1,https://rottentomatoes.com/m/manos_the_hands_of_fate,1.9,satanism::snake,/content/images/manos_the_hands_of_fate1966.png
170,"Munster, Go Home!",Elio Scardamaglia,1966,United States,,61,https://resizing.flixster.com/lB90q2SQHbe1jcX0YYdkpkXy63E=/206x305/v1.bTsxMTYxNzQxNTtqOzE3MzY5OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/munster_go_home,6.4,,/content/images/munster_go_home1966.png
171,The Murder Clinic,Lionello De Felice,1966,Italy & France,,,,,5.9,based on novel,/content/images/the_murder_clinic1966.png
172,Naked Evil,Stanley Goulder,1966,United Kingdom,,,,,5.4,,/content/images/naked_evil1966.png
173,The Navy vs. the Night Monsters,Michael A. Hoey,1966,United States,,27,https://resizing.flixster.com/cUnX6v2dAZ4OQ4FEddlOXAzlFy4=/206x305/v1.bTsxMjIxNTg3MjtqOzE3Mjg2OzEyMDA7MTk1OTsyNjEy,https://rottentomatoes.com/m/the_navy_vs_the_night_monsters,2.8,monster::based on novel,/content/images/the_navy_vs_the_night_monsters1966.png
174,The Painted Skin,Bao Fang,1966,Hong Kong,,,,,6.9,,/content/images/the_painted_skin1966.png
175,Picture Mommy Dead,Bert I. Gordon,1966,United States,,53,https://resizing.flixster.com/OwBw_VVYK4GVDBN-AUnLda1bwXw=/206x305/v1.bTsxMTU1MzU1MjtqOzE3MzY4OzEyMDA7NTgwOzg2MA,https://rottentomatoes.com/m/picture_mommy_dead,5.3,doll,/content/images/picture_mommy_dead1966.png
176,The Plague of the Zombies,John Gilling,1966,United Kingdom,78,53,https://resizing.flixster.com/n6DKDTuF0kK-rOdMfGA1wj00lDQ=/206x305/v1.bTsxMjE4ODE4ODtqOzE3Mjg2OzEyMDA7MTM2MzsxODE3,https://rottentomatoes.com/m/plague_of_the_zombies,6.7,witchcraft::doll::monster::zombie,/content/images/the_plague_of_the_zombies1966.png
177,The Psychopath,Freddie Francis,1966,United Kingdom,,36,https://resizing.flixster.com/FjOZSUhoxlaPyij6AEir3LF5yKU=/206x305/v1.bTsxMjExNDM3OTtqOzE3Mjg1OzEyMDA7MjY2OzQwMA,https://rottentomatoes.com/m/psychopath_1966,,,/content/images/the_psychopath1966.png
178,Queen of Blood,Curtis Harrington,1966,United States,17,22,https://resizing.flixster.com/JKWwZs_ZRAWQYGcRxcHsdJLAbQ0=/206x305/v1.bTsxMTIxOTc0MTtqOzE3MzY0OzEyMDA7ODM4OzEyMDA,https://rottentomatoes.com/m/queen_of_blood,5.3,alien::vampire,/content/images/queen_of_blood1966.png
179,"Rasputin, the Mad Monk",Don Sharp,1966,United Kingdom,43,42,https://resizing.flixster.com/hIt4pvt99VoKRi8aTv8DpVcc_Kw=/206x305/v1.bTsxMTYxNzU2ODtqOzE3MzY5OzEyMDA7NzI2Ozk2OA,https://rottentomatoes.com/m/rasputin_the_mad_monk,,,/content/images/rasputin_the_mad_monk1966.png
180,The Reptile,John Gilling,1966,United Kingdom,,40,https://resizing.flixster.com/GKFN-arqoNDImx3e1RyanJM3794=/206x305/v1.bTsxMTYxNjI0MTtqOzE3MzY5OzEyMDA7MzMyOzQ3NQ,https://rottentomatoes.com/m/reptile,6.2,snake::monster,/content/images/the_reptile1966.png
181,The She Beast,Michael Reeves,1966,United Kingdom & Italy,,,,,4.4,,/content/images/the_she_beast1966.png
182,Sting of Death,William Grefe,1966,United States,,38,https://resizing.flixster.com/JDtDdG1UxAtYEVjHnyPJveARY2k=/206x305/v1.bTsxMjE5MDQ0MztqOzE3Mjg2OzEyMDA7MjQwOzI0MA,https://rottentomatoes.com/m/sting_of_death,,,/content/images/sting_of_death1966.png
183,Terror Beneath the Sea,Hajime Sato,1966,Japan,,40,https://resizing.flixster.com/5eWUV84LeuZXAkrqVL6npBmLAqo=/206x305/v1.bTsxMTIxMTkxNTtqOzE3MzY0OzEyMDA7MTUzMTsyMTU0,https://rottentomatoes.com/m/terror_beneath_the_sea,,,/content/images/terror_beneath_the_sea1966.png
184,The Undertaker and His Pals,David C. Graham,1966,United States,,,,,4.9,gore,/content/images/the_undertaker_and_his_pals1966.png
185,The Vulture,Lawrence Huntington,1966,United Kingdom & United States & Canada,,,,,,,/content/images/the_vulture1966.png
186,The Witch,Damiano Damiani,1966,Italy,,50,https://resizing.flixster.com/WYYMIeaDXcQxPFS7ihcTi2EKzTo=/206x305/v1.bTsxMTIyODY5OTtqOzE3MzY0OzEyMDA7MTUwOTsyMTM5,https://rottentomatoes.com/m/the_witch,,,/content/images/the_witch1966.png
187,The Witches,Cyril Frankel,1966,United Kingdom,,,,,,,/content/images/the_witches1966.png
188,Yotsuya Kaidan,Shirō Toyoda,1966,Japan,,,,,,,/content/images/yotsuya_kaidan1966.png
189,Berserk!,Jim O'Connolly,1967,United Kingdom,,33,https://resizing.flixster.com/JxPszIMqSy3rE3ZTv4n_b7d7SHQ=/206x305/v1.bTsxMjEwODk5NjtqOzE3Mjg1OzEyMDA7MjcwMDszNjAw,https://rottentomatoes.com/m/berserk,,,/content/images/berserk1967.png
190,Blood of the Virgins,Emilio Vieyra,1967,Argentina,,,https://resizing.flixster.com/9CMpnipZmqHE8yQ4TGpQPBB8-cA=/206x305/v1.bTsxMjI5ODQxMjtqOzE3Mjg3OzEyMDA7MTUwMjsyMTQ1,https://rottentomatoes.com/m/blood_of_the_virgins,6.0,snake::based on novel,/content/images/blood_of_the_virgins1967.png
191,Castle of the Walking Dead,Harald Reinl,1967,West Germany,,33,https://resizing.flixster.com/1AhTk7DFnNiKTbZMbgWualahP7k=/206x305/v1.bTsxMjExNjM1NDtqOzE3Mjg1OzEyMDA7Mjg0OzQwNQ,https://rottentomatoes.com/m/castle_of_the_walking_dead,6.0,snake::based on novel,/content/images/castle_of_the_walking_dead1967.png
192,El coleccionista de cadaveres,Santos Alcocer,1967,Spain & United States,,,,,,,/content/images/el_coleccionista_de_cadaveres1967.png
193,Corruption,Robert Hartford-Davis,1967,United Kingdom,,,,,,,/content/images/corruption1967.png
194,Creature of Destruction,Larry Buchanan,1967,United States,,20,https://resizing.flixster.com/ql9nR1RtjzeQMUPFMqNp5YOyQXw=/206x305/v1.bTsxMTMwNzYzNTtqOzE3MzY1OzEyMDA7ODQ5OzExMzI,https://rottentomatoes.com/m/creature-of-destructionflying-saucer-mysteryufotarget-earth,3.2,monster,/content/images/creature_of_destruction1967.png
195,Even the Wind is Scared,Carlos Enrique Taboada,1967,Mexico,,,,,,,/content/images/even_the_wind_is_scared1967.png
196,Eye of the Devil,J. Lee Thompson,1967,United Kingdom,,,,,6.1,based on novel,/content/images/eye_of_the_devil1967.png
197,The Fearless Vampire Killers,Roman Polanski,1967,United Kingdom & United States,67,76,https://resizing.flixster.com/RXoLZb2Rr0dEOkqmIkPwtu9023s=/206x305/v1.bTsxMTI5MjYyNTtqOzE3MzY1OzEyMDA7MTU0NTsyMDYw,https://rottentomatoes.com/m/the_fearless_vampire_killers,7.3,vampire::monster,/content/images/the_fearless_vampire_killers1967.png
198,Frankenstein Created Woman,Terence Fisher,1967,United Kingdom,60,58,https://resizing.flixster.com/rS9SacDCnV9xW7XZn1tw3-4qZ70=/206x305/v1.bTsxMTYyMDI4MztqOzE3MzY5OzEyMDA7MzM2OzQ3NQ,https://rottentomatoes.com/m/frankenstein_created_woman,6.6,graveyard,/content/images/frankenstein_created_woman1967.png
199,The Frozen Dead,Herbert J. Leder,1967,United Kingdom,,,,,,,/content/images/the_frozen_dead1967.png
200,The Gruesome Twosome,Herschell Gordon Lewis,1967,United States,,42,https://resizing.flixster.com/HNl94wAFKLcQBPBezXIbATirr5Q=/206x305/v1.bTsxMTIxNTk4ODtqOzE3MzY0OzEyMDA7MTAwMDsxNTAw,https://rottentomatoes.com/m/gruesome_twosome,5.1,gore,/content/images/the_gruesome_twosome1967.png
201,Hillbillys in a Haunted House,Jean Yarbrough,1967,United States,,17,https://resizing.flixster.com/mjCXNWD2NsT_O2YscPiX6Bz1h4o=/206x305/v1.bTsxMTIxMzk3MDtqOzE3MzY0OzEyMDA7MTA5OTsxNjAw,https://rottentomatoes.com/m/hillbillies_in_a_haunted_house,2.3,graveyard::ghost::haunted house,/content/images/hillbillys_in_a_haunted_house1967.png
202,It!,Herbert J. Leder,1967,United States & United Kingdom,,,,,,,/content/images/it1967.png
203,Maneater of Hydra,Mel Welles,1967,Spain & West Germany,,,,,4.6,monster::vampire,/content/images/maneater_of_hydra1967.png
